,JobRole,Skills
1059,Software Test Engineer,"Tosca, Java Selenium, Tosca Automation, Selenium, Java, Software, Automation, Software testing"
1060,Manager - Software Development Engineer in Test,"Automation, Manager Quality Assurance, Testing tools, Coding, Debugging, Test cases, JIRA, Distribution system"
1061,Senior Software Test Engineer,"ERP, SAP, Test management, Agile, Scrum, Agile methodology, Release management, CRM"
1062,Software Engineer - Test,"Version control, GIT, Coding, Functional testing, Debugging, Selenium, Financial services, Android"
1063,Software Test Engineer,"ERP, Manual testing, MIN, Test scenarios, Test cases, Defect life cycle, Software, Software testing"
1064,Associate Software Test Engineer,"Automation, Test scripts, Aviation, Test management, Analytical, Test execution, Regression testing, JIRA"
1065,Automation Software Tester,"Software design, Version control, Test scripts, Debugging, Performance testing, Selenium, Test cases, Monitoring"
1066,Lead Software Development Engineer in Test,"Maven, Software Development Manager, MySQL, Perl, HTTP, Selenium, Oracle, Analytics"
1067,Software Engineer 3 (Core Tech Testing),"TCP, Automation, Manual testing, Networking, IPV6, Debugging, Troubleshooting, MPLS"
1068,System Software Test Leader | Nile Secure,"python, automation, testing, QA, Networking Protocols, Networking, wireless, Quality Assurance"
1069,Software Tester,"Automation, Manual testing, Manager Quality Assurance, Testing tools, Javascript, Performance testing, Selenium, Test cases"
1070,Lead - Technical Program Manager - Software Testing,"Coding, Staffing, Information security, OWASP, Javascript, Vulnerability, Information technology, Operations"
1071,Software Engineer IV In Test (Maintenance),"Java, Automation Testing, Selenium, SQL"
1072,Lead I - Software Testing - Guidewire Automation QA with Katalon,"RCA, Test plan preparation, Automation, Trend analysis, Test design, Test execution, Test scenarios, Risk analysis"
1073,Software Testing Engineer,"database concepts, software testing engineer, computer science, knowledge of c, regression testing, documentation, test cases, gui testing"
1074,Software Testing Engineer,"software testing engineer, c, integration testing, knowledge of c, documentation, test cases, gui testing, maintaining"
1075,Lead Software Test Engineer,"Cloud computing, Analytical, Consulting, Agile, Siemens, Software development life cycle, HTML, Selenium"
1076,Sr Software Test Engineer,"Unix, Linux, Analytical, Functional testing, Consulting, Shell scripting, Test design, Siemens"
1077,Lead Software Test Engineer,"C++, Lead Software, Analytical, Consulting, Automation tools, Agile, Test scenarios, Siemens"
1078,Software Testing Engineer,"software testing, integration testing, documentation, unit testing, test cases, gui testing, of c, writing test cases"
1079,Sr Software Test Engineer,"Cloud computing, Analytical, Consulting, Agile, Siemens, Software development life cycle, Selenium, Individual Contributor"
1080,Software Test Engineer,"Integration Testing, Hardware-Software Integration Testing, DO-178, HSIT, Software testing, Hart, Software, Integration"
1081,"Lead Software Engineer (Robot, Rest assured, API testing)","Product quality, Supply chain management, Test scripts, Testing tools, Javascript, Agile, Test cases, Continuous improvement"
1082,Software Development Engineer in Test,"C# OR Java, Automation Framework, Selenium, Software engineering, Software testing, Java, Software, Framework"
1083,Software Test Engineer,"Testing tools, Analytical, Black Box Testing, Agile, Scrum, Test cases, JIRA, Software quality assurance"
1084,SDET(Software Development Engineer in Test),"Computer science, Manual testing, Testing tools, Coding, Javascript, Performance testing, Healthcare, Selenium"
1085,Senior Software Engineer - Testing,"Senior Software Engineer Testing, Report generation, Defect analysis, Linux, Load testing, Test design, Test cases, Continuous improvement"
1086,Software Test Engineer,"iPhone, Computer science, Cloud computing, UX, Tracking, Linux, Configuration management, Customer service"
1087,SOFTWARE TESTING ENGINEER,"Medical imaging, Test scripts, Functional testing, Compatibility testing, Healthcare, Regression testing, Test cases, ARM"
1088,Software Test Engineer,"Test case execution, Software development life cycle, PHP, .Net, Troubleshooting, Testing, Software, Life cycle"
1089,Software Test Engineer / Software Tester,"Software testing, QA testing, Testing, Software, Quality assurance, Test engineering"
1090,Software Test Engineer,"MS SQL, Usage, Web technologies, html5, Online trading, Test execution, Manager Technology, Test cases"
1091,Senior Software Test Engineer,"Unix, Computer science, Automation, jQuery, Manual testing, Front end, Shell scripting, Digital marketing"
1092,Test Software/ Senior Engineer,"Product quality, Automation, Linux kernel, Firmware, System software, Open source, Automotive, Downstream"
1093,Software Test Engineer,"Automation, Testing tools, Debugging, Black Box Testing, Regression testing, Test cases, Open source, Software quality assurance"
1094,Testing Jobs In Gurgaon - Software Engineer Testing,"Unix, Automation, Test scripts, Application programming, Shell scripting, Debugging, Software Test Engineer, Agile"
1095,Software Test Engineer,"Medical devices, Application programming, Machine learning, Healthcare, Selenium, Test cases, JIRA, Software services"
1096,Lead Software Development Engineer in Test,"MS SQL, Manager Quality Assurance, Coding, XML, Software Development Manager, MySQL, Agile, Troubleshooting"
1097,Software Test Engineer,"Computer science, Embedded C, C++, Medical devices, Manager Quality Assurance, ISO, Test scripts, Testing tools"
1098,SDET (Software Development Test Engineer),"System testing, continuous integration, Backend, Test reporting, Enterprise applications, Javascript, Agile, Test cases"
1099,Software Development Engineer in Test (SDET),"QA, continuous integration, White box testing, Manual testing, Web technologies, devops, Software Development Manager, Debugging"
1100,Software Development Engineer Test (SDET) - Red,"RED, SAN, Automation, SOC, Software Development Manager, Consulting, Selenium, Testing"
1101,SDET(Software Development Engineer in Test),"Computer science, Manual testing, Testing tools, Coding, Javascript, Performance testing, Healthcare, Selenium"
1102,Software Development Engineer in Test,"Computer science, automation framework, Object oriented design, C++, Automation, Coding, Analytical, Ruby"
1103,Software Development Engineer (SDET -Test ),"Backend, Web technologies, Testing tools, Infrastructure management, Agile development, Javascript, JIRA, Distribution system"
1104,Software Development Engineer In Test,"Automation, Functional testing, Software Development Manager, Debugging, Javascript, Performance testing, Agile, Scrum"
1105,Software Tester,"Software Testing, UAT, Manual Testing, JIRA, Functional Testing, Test Strategy, Bug Reporting, Test plans"
1106,"Sr. Associate, Software Testing","Software Testing, Load Runner, qTest, Tosca, Microfocus ALM, Jira, Azure DevOps, Salesforce"
1107,"Sr Associate, Software Testing","Business process, Automation, SAP, Nursing, Test scripts, Test management, record to report, HTML"
1108,Lead I - Software Testing,"RCA, Test management, Test execution, Test design, Trend analysis, Test scenarios, Selenium, JIRA"
1109,QA Analyst / Software Tester,"Manual testing, Db2, Testing tools, Coding, XML, Performance testing, HTML, SDLC"
1110,Software Tester,"Technology management, Accounting, Cloud, Back office, Test scenarios, Manager Technology, Support services, Test cases"
1111,Software Tester,"Software testing life cycle, Functional testing, Project management, Integration testing, Performance testing, Security testing, Software development life cycle, Regression testing"
1112,Sr.Engineer/ Engineer - Testing - Model Based Software,"MATLAB, AUTOSAR, Embedded Sw Development, Powertrain, C, Ascet, SVN, Simulink"
1113,Enterprise Software Test Engineer II-Python,"Computer science, System testing, C++, Artificial Intelligence, Software Test Engineer II, Healthcare, Application software, Robotics"
1114,Senior Enterprise Software Test Engineer,"automation framework, Performance tuning, Coding, Performance engineering, Performance testing, Agile, Healthcare, Entity framework"
1115,Enterprise Software Test Engineer II,"Computer science, System testing, C++, Javascript, Performance testing, Agile, Healthcare, Monitoring"
1116,Enterprise Software Test Engineer II -,"Automation, Version control, SOC, Configuration management, Performance testing, Healthcare, Application development, Test cases"
1117,Senior Enterprise Software Test Engineer,"Computer science, System testing, C++, Javascript, Performance testing, Agile, Healthcare, Monitoring"
1118,Software Development Test Engineer II,"automation framework, Automation, Coding, Test management, Agile, Test cases, SDK, SDLC"
1119,Software Development Engineer in Test - UI Platform,"Automation, Web technologies, Testing tools, Agile development, Software Development Manager, Javascript, HTML, Selenium"
1120,Software Engineer in Test 1,"Software Development, C #, Javascript, Software Engineer, Mobile Phones, Ios, Gaming, Python"
1121,Junior Software Tester,"Healthcare Domain, Software Testing, Healthcare, Manual Testing, Test Engineering, healthcare application, Application, Engineering"
1122,SOFTWARE TESTER,"Automation testing, Manual testing, Test reporting, Test management, Test cases, Management, Manual, Software"
1123,Software Tester,"Software Testing, Manual Testing, API Testing, Regression Testing, GUI Testing, Browser Testing, Functional Testing, QA Testing"
1124,Software Tester L1,"Software testing, Automation testing, Version control, GIT, PDF, API Testing, Test scenarios, Product design"
